source,target,ligand.complex,ligand,receptor.complex,receptor,receptor.prop,ligand.prop,ligand.expr,receptor.expr,lr.mean,pvalue
T_CD4_Treg_cell,Neutrophils,Thy1,Thy1,Itgam_Itgb2,Itgb2,0.16984845502853768,0.4480062548866302,0.8314911423491587,0.6508387747555469,0.7411649585523528,0
T_CD4_Treg_cell,Neutrophils,Icam1,Icam1,Itgam_Itgb2,Itgb2,0.16984845502853768,0.1970289288506646,0.3352914029450374,0.6508387747555469,0.4930650888502921,0
T_CD4_Treg_cell,Neutrophils,Adam17,Adam17,Il6ra,Il6ra,0.14190120055107264,0.47537138389366695,0.8918450530306303,0.26172219634485616,0.5767836246877432,0
T_CD4_Treg_cell,Neutrophils,Cd47,Cd47,Sirpa,Sirpa,0.2753395000984058,0.41594996090695857,0.7205113583222253,0.5330517083056914,0.6267815333139584,0
T_CD4_Treg_cell,Neutrophils,Selplg,Selplg,Itgam,Itgam,0.4754969494194056,0.33307271305707586,0.5651990801110437,1.0034812367587194,0.7843401584348815,0
T_CD4_Treg_cell,Neutrophils,Selplg,Selplg,Sell,Sell,0.3200157449321,0.33307271305707586,0.5651990801110437,0.6544201668411243,0.6098096234760839,0
T_CD4_Treg_cell,Neutrophils,Col1a1,Col1a1,Cd44,Cd44,0.7553631174965558,0.473807662236122,0.8369276026952037,1.8888928787068453,1.3629102407010245,0
T_CD4_Treg_cell,Neutrophils,Fn1,Fn1,Cd44,Cd44,0.7553631174965558,0.19390148553557468,0.3269785516114941,1.8888928787068453,1.1079357151591698,0
T_CD4_Treg_cell,Neutrophils,Fn1,Fn1,C5ar1,C5ar1,0.49714623105687855,0.19390148553557468,0.3269785516114941,1.1215301907888222,0.7242543712001581,0
T_CD4_Treg_cell,Neutrophils,Fn1,Fn1,Plaur,Plaur,0.7535918126353081,0.19390148553557468,0.3269785516114941,2.0697907155374233,1.1983846335744588,0
T_CD4_Treg_cell,Neutrophils,Col1a2,Col1a2,Cd44,Cd44,0.7553631174965558,0.29007036747458953,0.46713752343149245,1.8888928787068453,1.178015201069169,0
T_CD4_Treg_cell,Neutrophils,Lamc1,Lamc1,Cd44,Cd44,0.7553631174965558,0.6075058639562158,1.30110281591303,1.8888928787068453,1.5949978473099375,0
