source,target,ligand.complex,ligand,receptor.complex,receptor,receptor.prop,ligand.prop,ligand.expr,receptor.expr,lr.mean,pvalue
Fibroblast,Neutrophils,Adam10,Adam10,Cd44,Cd44,0.7553631174965558,0.21972132904608788,0.10928808637790031,1.8888928787068453,0.9990904825423728,0
Fibroblast,Neutrophils,Adam10,Adam10,Notch2,Notch2,0.2950206652233812,0.21972132904608788,0.10928808637790031,0.5808268697796666,0.34505747807878345,0
Fibroblast,Neutrophils,Adam12,Adam12,Itgb1,Itgb1,0.2881322574296398,0.8006430868167203,0.9848164016144391,0.5561940982678412,0.7705052499411401,0
Fibroblast,Neutrophils,Tnf,Tnf,Tnfrsf1a,Tnfrsf1a,0.25093485534343635,0.11146838156484459,0.05578086863242443,0.4703087983750599,0.2630448335037422,0.0010000000000000009
Fibroblast,Neutrophils,Tnf,Tnf,Tnfrsf1b,Tnfrsf1b,0.3782719937020272,0.11146838156484459,0.05578086863242443,0.7643212207207234,0.41005104467657394,0
Fibroblast,Neutrophils,Anxa1,Anxa1,Fpr1,Fpr1,0.11533162763235584,0.7840300107181136,1.0567390496996003,0.21352126221430764,0.635130155956954,0
Fibroblast,Neutrophils,Thy1,Thy1,Itgam_Itgb2,Itgb2,0.16984845502853768,0.9142550911039657,1.629246048213678,0.6508387747555469,1.1400424114846124,0
Fibroblast,Neutrophils,App,App,Cd74,Cd74,0.13973627238732533,0.9003215434083601,1.301610861625568,0.25632140616381277,0.7789661338946904,0
Fibroblast,Neutrophils,App,App,Fpr2,Fpr2,0.13698090926982878,0.9003215434083601,1.301610861625568,0.2365689820429688,0.7690899218342684,0
Fibroblast,Neutrophils,App,App,Notch2,Notch2,0.2950206652233812,0.9003215434083601,1.301610861625568,0.5808268697796666,0.9412188657026173,0
Fibroblast,Neutrophils,App,App,Lrp10,Lrp10,0.10568785672111788,0.9003215434083601,1.301610861625568,0.17804559679304421,0.7398282292093061,0
Fibroblast,Neutrophils,Icam1,Icam1,Itgam_Itgb2,Itgb2,0.16984845502853768,0.5846730975348339,0.5555556878484622,0.6508387747555469,0.6031972313020045,0
Fibroblast,Neutrophils,Icam1,Icam1,Itgal_Itgb2,Itgal,0.10490061011611887,0.5846730975348339,0.5555556878484622,0.240009294485665,0.3977824911670636,0
Fibroblast,Neutrophils,Anxa2,Anxa2,Tlr2,Tlr2,0.1454438102735682,0.9131832797427653,1.5866374052376422,0.2625414002058276,0.924589402721735,0
Fibroblast,Neutrophils,Thbs1,Thbs1,Cd47,Cd47,0.3491438693170636,0.7786709539121115,1.0822897231496915,0.6916024367966578,0.8869460799731747,0
Fibroblast,Neutrophils,Thbs1,Thbs1,Ptprj,Ptprj,0.49163550482188545,0.7786709539121115,1.0822897231496915,1.1530120676712254,1.1176508954104585,0
Fibroblast,Neutrophils,Csf1,Csf1,Sirpa,Sirpa,0.2753395000984058,0.8456591639871383,1.2320167170515524,0.5330517083056914,0.8825342126786219,0
Fibroblast,Neutrophils,Cd34,Cd34,Sell,Sell,0.3200157449321,0.32315112540192925,0.24378377819052838,0.6544201668411243,0.4491019725158263,0
Fibroblast,Neutrophils,Sdc2,Sdc2,Ptprj,Ptprj,0.49163550482188545,0.5316184351554126,0.35346081477285707,1.1530120676712254,0.7532364412220413,0
Fibroblast,Neutrophils,Sirpa,Sirpa,Cd47,Cd47,0.3491438693170636,0.40836012861736337,0.25437326512373776,0.6916024367966578,0.4729878509601978,0
Fibroblast,Neutrophils,Jag1,Jag1,Notch2,Notch2,0.2950206652233812,0.2797427652733119,0.1891051205772988,0.5808268697796666,0.3849659951784827,0
Fibroblast,Neutrophils,Cd47,Cd47,Sirpa,Sirpa,0.2753395000984058,0.7647374062165059,0.7681540602355555,0.5330517083056914,0.6506028842706235,0
Fibroblast,Neutrophils,Selplg,Selplg,Itgam,Itgam,0.4754969494194056,0.1677384780278671,0.09401418595148521,1.0034812367587194,0.5487477113551023,0
Fibroblast,Neutrophils,Jam3,Jam3,Itgam_Itgb2,Itgb2,0.16984845502853768,0.18488745980707397,0.08499468599903563,0.6508387747555469,0.3679167303772912,0
Fibroblast,Neutrophils,Podxl2,Podxl2,Sell,Sell,0.3200157449321,0.17792068595927116,0.08225948704495485,0.6544201668411243,0.36833982694303957,0
Fibroblast,Neutrophils,Col6a6,Col6a6,Cd44,Cd44,0.7553631174965558,0.12808145766345122,0.08107273398965138,1.8888928787068453,0.9849828063482483,0
Fibroblast,Neutrophils,Col1a1,Col1a1,Cd44,Cd44,0.7553631174965558,0.9989281886387996,4.483465597766755,1.8888928787068453,3.1861792382368,0
Fibroblast,Neutrophils,Col4a1,Col4a1,Cd44,Cd44,0.7553631174965558,0.7540192926045016,1.0878910022420323,1.8888928787068453,1.4883919404744388,0
Fibroblast,Neutrophils,Col4a1,Col4a1,Cd47,Cd47,0.3491438693170636,0.7540192926045016,1.0878910022420323,0.6916024367966578,0.889746719519345,0
Fibroblast,Neutrophils,Fn1,Fn1,Itgav_Itgb1,Itgav,0.1724070064947845,0.9581993569131833,2.5230806762345663,0.44771408189796535,1.4853973790662658,0
Fibroblast,Neutrophils,Fn1,Fn1,Cd44,Cd44,0.7553631174965558,0.9581993569131833,2.5230806762345663,1.8888928787068453,2.205986777470706,0
Fibroblast,Neutrophils,Fn1,Fn1,C5ar1,C5ar1,0.49714623105687855,0.9581993569131833,2.5230806762345663,1.1215301907888222,1.8223054335116942,0
Fibroblast,Neutrophils,Fn1,Fn1,Plaur,Plaur,0.7535918126353081,0.9581993569131833,2.5230806762345663,2.0697907155374233,2.296435695885995,0
Fibroblast,Neutrophils,Lamb1,Lamb1,Cd44,Cd44,0.7553631174965558,0.7207931404072884,0.6440555914751651,1.8888928787068453,1.2664742350910052,0
Fibroblast,Neutrophils,Col1a2,Col1a2,Cd44,Cd44,0.7553631174965558,0.9951768488745981,3.865582876425894,1.8888928787068453,2.87723787756637,0
Fibroblast,Neutrophils,Col4a2,Col4a2,Cd44,Cd44,0.7553631174965558,0.7759914255091104,1.1537441450164667,1.8888928787068453,1.5213185118616561,0
Fibroblast,Neutrophils,Lamc1,Lamc1,Cd44,Cd44,0.7553631174965558,0.8483386923901394,1.0881160381739774,1.8888928787068453,1.4885044584404112,0
Fibroblast,Neutrophils,Col6a1,Col6a1,Cd44,Cd44,0.7553631174965558,0.860128617363344,1.3033117251909996,1.8888928787068453,1.5961023019489224,0
Fibroblast,Neutrophils,Col6a2,Col6a2,Cd44,Cd44,0.7553631174965558,0.8879957127545552,1.4326340389171057,1.8888928787068453,1.6607634588119755,0
Fibroblast,Neutrophils,Col6a3,Col6a3,Cd44,Cd44,0.7553631174965558,0.8536977491961415,1.2101152561130986,1.8888928787068453,1.549504067409972,0
Fibroblast,Neutrophils,Lama2,Lama2,Cd44,Cd44,0.7553631174965558,0.3687031082529475,0.24694055715372454,1.8888928787068453,1.0679167179302849,0
Fibroblast,Neutrophils,Thbs2,Thbs2,Cd47,Cd47,0.3491438693170636,0.8703108252947481,1.3575174340598264,0.6916024367966578,1.024559935428242,0
Fibroblast,Neutrophils,Thbs4,Thbs4,Cd47,Cd47,0.3491438693170636,0.20685959271168275,0.26604304417288066,0.6916024367966578,0.47882274048476925,0
Fibroblast,Neutrophils,Lamb2,Lamb2,Cd44,Cd44,0.7553631174965558,0.5203644158628081,0.3504232135255364,1.8888928787068453,1.119658046116191,0
Fibroblast,Neutrophils,Hspg2,Hspg2,Itgb1,Itgb1,0.2881322574296398,0.8102893890675241,0.8743011368245073,0.5561940982678412,0.7152476175461742,0
Fibroblast,Neutrophils,Lamc2,Lamc2,Cd44,Cd44,0.7553631174965558,0.1982851018220793,0.11219790751646135,1.8888928787068453,1.0005453931116532,0
Fibroblast,Neutrophils,Lama4,Lama4,Cd44,Cd44,0.7553631174965558,0.7792068595927116,0.7978048980056011,1.8888928787068453,1.3433488883562232,0
Fibroblast,Neutrophils,Pglyrp1,Pglyrp1,Trem1,Trem1,0.4753001377681559,0.3365487674169346,0.2005059093035647,1.060415971081022,0.6304609401922934,0
Fibroblast,Neutrophils,Slit2,Slit2,App,App,0.5577642196418028,0.41211146838156487,0.35569357266054763,1.2179608154942945,0.7868271940774211,0
Fibroblast,Neutrophils,Cxcl14,Cxcl14,Cxcr4,Cxcr4,0.17260381814603423,0.947481243301179,2.7597063028673716,0.32712852905502104,1.5434174159611964,0
Fibroblast,Neutrophils,Angptl1,Angptl1,Pirb,Pirb,0.10470379846486912,0.1757770632368703,0.1835623330188158,0.1774883366894755,0.18052533485414565,0
Fibroblast,Neutrophils,Hp,Hp,Tlr4,Tlr4,0.2387325329659516,0.5214362272240086,0.7397992534168846,0.4733183472359751,0.6065588003264298,0
Fibroblast,Neutrophils,Hp,Hp,Itgb2,Itgb2,0.16984845502853768,0.5214362272240086,0.7397992534168846,0.2981963127523744,0.5189977830846295,0
